Algorithm,Total_Delay_D,Effective_Delay,Avg_QoS_Q,Comp_Delay,Comm_Delay,Mem_Utilization,Penalty_Score,Fitness,Converged_Status,Experiment,Variable_Value,Resource_Factor,Replicate,Replicate_Seed
greedy-m,1.7713760817178346,8.9955619474373,3.2315484199197337,1.7303961772182936,0.04097990449954087,0.9729522711111112,2531388.4612734634,-2531394.086605452,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,7,10049
lego,2.0124621136540144,8.965015617491881,2.9673426682774973,1.9722954469873477,0.04016666666666666,0.9755275377777778,2061936.4025502298,-2061943.4975181299,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,7,10049
drs,2.104836548174968,9.500400633102968,3.2959047391667418,2.064405257082222,0.04043129109274564,0.9729522711111112,2673226.6433935273,-2673233.871671529,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,7,10049
our,1.4485767081073084,8.881384259731842,2.7668594931888486,1.408459666584817,0.040117041522491355,0.9977452488888889,2809344.465818419,-2809348.9418424666,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,8,10050
ffd-m,3.1568206943135144,15.480039837182849,3.4840336978734854,3.1222206943135142,0.0346,0.7617480266666666,6167008.547805122,-6167020.847874896,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,8,10050
cds-m,3.1568206943135144,15.480039837182849,3.4840336978734854,3.1222206943135142,0.0346,0.7617480266666666,6167008.547805122,-6167020.847874896,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,8,10050
random-m,2.590941096888633,15.980938391954233,3.1212798642880752,2.5590297635552997,0.03191133333333333,0.8964110355555556,4895038.940479771,-4895048.773905392,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,8,10050
greedy-m,4.035394140436145,18.49740168088506,3.6186961424184165,3.9934342764905666,0.04195986394557823,0.8093423022222223,5495207.318786958,-5495223.877061518,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,8,10050
lego,3.1568206943135144,15.480039837182849,3.4840336978734854,3.1222206943135142,0.0346,0.7617480266666666,6167008.547805122,-6167020.847874896,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,8,10050
drs,3.151247707007655,16.502038646419564,3.4692733045995126,3.116591632933581,0.03465607407407407,0.8937625777777778,4568600.587458359,-4568612.87442359,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,8,10050
our,1.4579969884738588,13.884111596021594,2.9557698992100323,1.4242380236705463,0.03375896480331263,0.9987320666666667,3159914.7008962454,-3159919.0351112885,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,9,10051
ffd-m,4.043722222222223,17.00102126813582,3.530345642014219,4.0,0.043722222222222225,0.8603903955555555,7839524.146140263,-7839540.834405732,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,9,10051
cds-m,4.043722222222223,17.00102126813582,3.530345642014219,4.0,0.043722222222222225,0.8603903955555555,7839524.146140263,-7839540.834405732,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,9,10051
random-m,4.043722222222223,17.00102126813582,3.530345642014219,4.0,0.043722222222222225,0.8603903955555555,7839524.146140263,-7839540.834405732,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,9,10051
greedy-m,4.043722222222223,17.00102126813582,3.530345642014219,4.0,0.043722222222222225,0.8603903955555555,7839524.146140263,-7839540.834405732,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,9,10051
lego,4.043722222222223,17.00102126813582,3.530345642014219,4.0,0.043722222222222225,0.8603903955555555,7839524.146140263,-7839540.834405732,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,9,10051
drs,4.043722222222223,17.00102126813582,3.530345642014219,4.0,0.043722222222222225,0.8603903955555555,7839524.146140263,-7839540.834405732,"{'congested': True, 'oom': False}",resource_factor,0.5,0.5,9,10051
our,0.3829292915113579,0.4990550000431675,2.6154273942238695,0.341885896099563,0.04104339541179491,0.9968292888888889,126334.17151491254,-126333.47073397588,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,0,20042
ffd-m,0.3075179915278448,0.5453580945617494,3.17097312372878,0.27381613967599294,0.03370185185185186,0.9772289777777777,170812.69466296403,-170811.06127979793,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,0,20042
cds-m,0.565665304084513,0.9106883916517511,3.4133815570997506,0.5235801188993278,0.042085185185185184,0.9615406888888889,239913.57021869425,-239912.98516365758,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,0,20042
random-m,0.6164461774702551,0.915380604652308,3.293387196444013,0.5767349367295144,0.03971124074074074,0.9452056317460318,213292.08598521326,-213291.87482890417,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,0,20042
greedy-m,0.5013947371668807,0.7392348402007853,3.0527805068458402,0.4613156538335473,0.04007908333333335,0.9604730603174603,170812.69466296403,-170812.14885614303,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,0,20042
lego,0.565665304084513,0.9106883916517511,3.4133815570997506,0.5235801188993278,0.042085185185185184,0.9615406888888889,239913.57021869425,-239912.98516365758,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,0,20042
drs,0.5604526445309175,0.9054757320981555,3.2330810319727945,0.5193508111975842,0.04110183333333333,0.9426495142857143,309014.4457744245,-309014.01495661517,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,0,20042
our,0.7731767151858635,2.3419253723134825,3.2120299442168614,0.7311311163402646,0.042045598845598844,0.9971211904761905,920946.0805137688,-920946.7343674005,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,1,20043
ffd-m,1.2913503265905009,4.194593792458691,2.8968330583041686,1.247654474738649,0.04369585185185186,0.9708263396825397,1626922.3412444966,-1626925.9011630714,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,1,20043
cds-m,1.2597264499378873,4.162969915806078,2.8652334347921906,1.220908989620427,0.03881746031746032,0.9457553015873016,1626922.3412444966,-1626925.7746433115,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,1,20043
random-m,1.312928576023386,4.216369620085861,2.8770832936091826,1.2730429649122748,0.039885611111111115,0.9646464761904762,1630276.7325667457,-1630280.4201263322,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,1,20043
greedy-m,1.0246427124788808,3.663685752417928,3.0638044131320106,0.9845824902566586,0.04006022222222221,0.9486168063492063,1111273.974069327,-1111276.0334784763,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,1,20043
lego,1.2597264499378873,4.162969915806078,2.8652334347921906,1.220908989620427,0.03881746031746032,0.9457553015873016,1626922.3412444966,-1626925.7746433115,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,1,20043
drs,1.2686169046107405,4.17186037047893,3.0638044131320106,1.2273343014361373,0.041282603174603166,0.9646464761904762,1626922.3412444966,-1626925.6205246067,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,1,20043
our,0.8316878529132542,3.1722168377086826,3.1760986573158956,0.8017493861744764,0.02993846673877772,0.9276732095238095,1362564.3405779898,-1362565.3229185971,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,2,20044
ffd-m,1.266087645650845,2.7813127069476065,3.3941278655123233,1.2273709789841782,0.03871666666666667,0.9605849365079365,1143463.9961781094,-1143466.9324884722,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,2,20044
cds-m,0.8851756831726283,2.3561563394956755,3.4904373710459824,0.856592349839295,0.028583333333333336,0.8583585936507937,897160.8646951579,-897161.8001362027,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,2,20044
random-m,0.9153581206842232,3.5755094574004134,3.5867468765796415,0.8732511235186903,0.04210699716553288,0.805405946031746,1449160.8646951579,-1449161.8547388846,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,2,20044
greedy-m,0.9135470571921597,2.6700826051449216,3.605717277733623,0.8732511235186903,0.04029593367346939,0.9150321174603174,1308911.1242457766,-1308912.0862637847,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,2,20044
lego,0.8851756831726283,2.3561563394956755,3.4904373710459824,0.856592349839295,0.028583333333333336,0.8583585936507937,897160.8646951579,-897161.8001362027,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,2,20044
drs,0.9147326989155157,3.574884035631706,3.5867468765796415,0.8732511235186903,0.0414815753968254,0.805405946031746,1449160.8646951579,-1449161.8516117758,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,2,20044
our,1.139098289641884,8.75230978211579,3.094686319031678,1.1117630401562872,0.027335249485596715,0.9976984888888889,3293946.0805137684,-3293948.6813188978,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,3,20045
ffd-m,3.9179336451935356,11.527039097017077,3.561869867794925,3.8764816451935356,0.041452,0.7960345619047619,6629963.10369845,-6629979.1314968085,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,3,20045
cds-m,3.9179336451935356,11.527039097017077,3.561869867794925,3.8764816451935356,0.041452,0.7960345619047619,6629963.10369845,-6629979.1314968085,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,3,20045
random-m,3.9179336451935356,11.527039097017077,3.561869867794925,3.8764816451935356,0.041452,0.7960345619047619,6629963.10369845,-6629979.1314968085,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,3,20045
greedy-m,3.9179336451935356,11.527039097017077,3.561869867794925,3.8764816451935356,0.041452,0.7960345619047619,6629963.10369845,-6629979.1314968085,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,3,20045
lego,3.9179336451935356,11.527039097017077,3.561869867794925,3.8764816451935356,0.041452,0.7960345619047619,6629963.10369845,-6629979.1314968085,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,3,20045
drs,3.9179336451935356,11.527039097017077,3.561869867794925,3.8764816451935356,0.041452,0.7960345619047619,6629963.10369845,-6629979.1314968085,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,3,20045
our,1.304132839283028,4.349617679316551,2.815719515184725,1.2626393948385837,0.041493444444444444,0.9988072095238095,1682216.0768401516,-1682219.7817848327,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,4,20046
ffd-m,2.0797850578309833,7.295481923494983,3.4027236785610016,2.0563683911643165,0.02341666666666667,0.8962896793650794,2461162.304455691,-2461169.3006573017,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,4,20046
cds-m,2.1107520461424962,7.498295543880653,3.5090881942458667,2.0700744667774167,0.040677579365079375,0.8622282063492064,2841753.6047767974,-2841760.649448834,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,4,20046
random-m,2.11221276042821,7.499756258166368,3.509088194245867,2.0700744667774167,0.04213829365079366,0.8622282063492064,2841753.6047767974,-2841760.656752405,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,4,20046
greedy-m,2.1107520461424962,7.498295543880653,3.5090881942458667,2.0700744667774167,0.040677579365079375,0.8622282063492064,2841753.6047767974,-2841760.649448834,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,4,20046
lego,2.1107520461424962,7.498295543880653,3.5090881942458667,2.0700744667774167,0.040677579365079375,0.8622282063492064,2841753.6047767974,-2841760.649448834,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,4,20046
drs,2.1108359747139245,7.498379472452082,3.5090881942458667,2.0700744667774167,0.04076150793650794,0.8622282063492064,2841753.6047767974,-2841760.6498684767,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,4,20046
our,1.0488810959002521,4.788735207034728,3.1602419149504573,1.0088336933028494,0.040047402597402595,0.9962532761904762,2255182.6006422103,-2255184.684805775,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,5,20047
ffd-m,2.4177600508976522,8.776289595185956,3.2714968367267794,2.3730413842309854,0.04471866666666667,0.8898116222222222,2384144.2295648335,-2384153.046868251,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,5,20047
cds-m,2.4395611052317596,8.611708332905156,3.5287136868715514,2.4012139623746167,0.03834714285714286,0.8423118412698413,2927488.2157130637,-2927496.884804903,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,5,20047
random-m,2.0570673240966593,8.117324621301483,3.5287136868715514,2.0137680648374,0.04329925925925925,0.8629350063492064,2462194.7305328213,-2462201.487155755,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,5,20047
greedy-m,2.4395611052317596,8.611708332905156,3.5287136868715514,2.4012139623746167,0.03834714285714286,0.8423118412698413,2927488.2157130637,-2927496.884804903,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,5,20047
lego,2.4395611052317596,8.611708332905156,3.5287136868715514,2.4012139623746167,0.03834714285714286,0.8423118412698413,2927488.2157130637,-2927496.884804903,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,5,20047
drs,2.058894625683961,8.119151922888785,3.5287136868715514,2.0137680648374,0.045126560846560845,0.8629350063492064,2462194.7305328213,-2462201.496292263,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,5,20047
our,1.2961694228098362,5.1705228413424065,3.396150997473565,1.2563367067604534,0.03983271604938272,0.9980833238095238,4075601.7214128627,-4075604.806108979,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,6,20048
ffd-m,3.9752561939277795,10.370922229097305,3.5382855752901534,3.936100638372224,0.03915555555555556,0.8867695587301587,5600287.078690801,-5600303.416686195,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,6,20048
cds-m,3.9752561939277795,10.370922229097305,3.5382855752901534,3.936100638372224,0.03915555555555556,0.8867695587301587,5600287.078690801,-5600303.416686195,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,6,20048
random-m,3.9752561939277795,10.370922229097305,3.5382855752901534,3.936100638372224,0.03915555555555556,0.8867695587301587,5600287.078690801,-5600303.416686195,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,6,20048
greedy-m,3.9752561939277795,10.370922229097305,3.5382855752901534,3.936100638372224,0.03915555555555556,0.8867695587301587,5600287.078690801,-5600303.416686195,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,6,20048
lego,3.9752561939277795,10.370922229097305,3.5382855752901534,3.936100638372224,0.03915555555555556,0.8867695587301587,5600287.078690801,-5600303.416686195,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,6,20048
drs,3.9752561939277795,10.370922229097305,3.5382855752901534,3.936100638372224,0.03915555555555556,0.8867695587301587,5600287.078690801,-5600303.416686195,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,6,20048
our,0.7232915075117969,1.027629263257321,3.020361055544362,0.687515098736988,0.03577640877480895,0.9978789809523809,261340.15648936713,-261340.75258584914,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,7,20049
ffd-m,0.866140812881379,1.0842894322821834,3.3013916767871185,0.8401307434369346,0.026010069444444443,0.9757924603174604,249431.2744148789,-249432.30372726652,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,7,20049
cds-m,0.865504701770268,1.0836533211710722,3.3013916767871185,0.8401307434369346,0.02537395833333333,0.9757924603174604,249431.2744148789,-249432.30054671096,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,7,20049
random-m,0.81017865841706,1.452218927745314,3.5059682310789055,0.7684852556392823,0.04169340277777778,0.9412129968253968,809950.1139230381,-809950.6588480992,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,7,20049
greedy-m,1.0468824200983389,1.8213366322837357,3.5059682310789055,1.0076445728761168,0.03923784722222222,0.9205898317460317,1300334.9892517559,-1300336.7176956253,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,7,20049
lego,0.865504701770268,1.0836533211710722,3.3013916767871185,0.8401307434369346,0.02537395833333333,0.9757924603174604,249431.2744148789,-249432.30054671096,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,7,20049
drs,0.8104169814623275,1.4524572507905813,3.5059682310789055,0.7684852556392823,0.04193172582304526,0.9412129968253968,478381.40429300116,-478381.9504096774,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,7,20049
our,0.6814778709617881,1.412330885489788,2.765912222937795,0.6487492907148745,0.03272858024691358,0.9969533174603175,648091.3003211054,-648091.9417982373,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,8,20050
ffd-m,2.9100319327711937,7.474855101365818,3.417119654204679,2.867717580919342,0.04231435185185186,0.957479053968254,3719280.71199442,-3719291.8450344293,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,8,20050
cds-m,2.9100319327711937,7.474855101365818,3.417119654204679,2.867717580919342,0.04231435185185186,0.957479053968254,3719280.71199442,-3719291.8450344293,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,8,20050
random-m,2.9100319327711937,7.474855101365818,3.417119654204679,2.867717580919342,0.04231435185185186,0.957479053968254,3719280.71199442,-3719291.8450344293,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,8,20050
greedy-m,2.9100319327711937,7.474855101365818,3.417119654204679,2.867717580919342,0.04231435185185186,0.957479053968254,3719280.71199442,-3719291.8450344293,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,8,20050
lego,2.9100319327711937,7.474855101365818,3.417119654204679,2.867717580919342,0.04231435185185186,0.957479053968254,3719280.71199442,-3719291.8450344293,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,8,20050
drs,2.9100319327711937,7.474855101365818,3.417119654204679,2.867717580919342,0.04231435185185186,0.957479053968254,3719280.71199442,-3719291.8450344293,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,8,20050
our,1.4846282574615595,11.226691543148416,3.2905372492577087,1.448528027576502,0.03610022988505747,0.9975892476190477,5006655.640899095,-5006659.773503133,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,9,20051
ffd-m,2.6828555754732353,9.452806020032472,3.586739715565794,2.637755575473235,0.04510000000000001,0.8711447714285714,4664924.580341519,-4664934.40787968,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,9,20051
cds-m,2.065079325273046,8.8714414069533,3.586739715565794,2.021428214161935,0.04365111111111112,0.8426017269841269,5592535.5820809575,-5592542.320737869,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,9,20051
random-m,2.0652351586063795,8.871597240286633,3.586739715565794,2.021428214161935,0.043806944444444454,0.8426017269841269,5592535.5820809575,-5592542.321517035,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,9,20051
greedy-m,2.065079325273046,8.8714414069533,3.586739715565794,2.021428214161935,0.04365111111111112,0.8426017269841269,5592535.5820809575,-5592542.320737869,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,9,20051
lego,2.065079325273046,8.8714414069533,3.586739715565794,2.021428214161935,0.04365111111111112,0.8426017269841269,5592535.5820809575,-5592542.320737869,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,9,20051
drs,2.065384325273046,8.8717464069533,3.586739715565794,2.021428214161935,0.04395611111111111,0.8426017269841269,5592535.5820809575,-5592542.322262868,"{'congested': True, 'oom': False}",resource_factor,0.7,0.7,9,20051
our,0.576457177634741,2.0532641024347416,3.1782472534606545,0.5425752331902965,0.033881944444444444,0.9979471722222222,614976.8916487581,-614976.5956873927,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,0,30042
ffd-m,1.2841500399379737,1.9327239831433072,3.4503067373933325,1.2491055954935293,0.035044444444444434,0.96711915,484986.4958921548,-484989.4663356171,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,0,30042
cds-m,1.3445469831977803,3.8737217072031136,3.5145368098614855,1.314638649864447,0.029908333333333335,0.9051899805555556,941866.9695724983,-941870.1777706045,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,0,30042
random-m,1.355254622086669,3.8844293460920025,3.514536809861485,1.314638649864447,0.04061597222222223,0.9051899805555556,941866.9695724983,-941870.2313087989,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,0,30042
greedy-m,1.5917224988163985,4.3101958537977305,3.5089765291443844,1.549128054371954,0.04259444444444444,0.9191760416666667,1296543.3338126258,-1296547.783448591,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,0,30042
lego,1.3445469831977803,3.8737217072031136,3.5145368098614855,1.314638649864447,0.029908333333333335,0.9051899805555556,941866.9695724983,-941870.1777706045,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,0,30042
drs,1.3106419294005793,3.839816653405913,3.5312176520127903,1.2712839664376163,0.039357962962962956,0.9703749166666666,941866.9695724983,-941869.9915644934,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,0,30042
our,1.328087067244726,2.0744401509211707,2.647018907607807,1.2978552141745505,0.03023185307017544,0.9941498861111111,1006757.3671573554,-1006761.360573784,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,1,30043
ffd-m,2.736618897813392,5.923268336893659,3.5411329466337573,2.700210897813392,0.036408,0.8591001166666666,2272271.6716719,-2272281.8136334424,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,1,30043
cds-m,2.736618897813392,5.923268336893659,3.5411329466337573,2.700210897813392,0.036408,0.8591001166666666,2272271.6716719,-2272281.8136334424,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,1,30043
random-m,2.738021891010671,5.924671330090938,3.5411329466337573,2.700210897813392,0.03781099319727891,0.8591001166666666,2272271.6716719,-2272281.8206484085,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,1,30043
greedy-m,2.7400697821671334,5.9267192212474,3.5411329466337573,2.700210897813392,0.0398588843537415,0.8591001166666666,2256356.5600765,-2256366.719292464,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,1,30043
lego,2.736618897813392,5.923268336893659,3.5411329466337573,2.700210897813392,0.036408,0.8591001166666666,2272271.6716719,-2272281.8136334424,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,1,30043
drs,2.0150918145531795,4.095241433257179,3.5411329466337573,1.9753985152334514,0.03969329931972789,0.8464615722222222,2293280.057217669,-2293286.5915437955,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,1,30043
our,1.043671403965556,4.24599575425889,2.8660198873777856,0.9981006399070655,0.04557076405849045,0.9979467111111111,1815930.674946274,-1815933.0272834064,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,2,30044
ffd-m,1.4447612052305512,6.626186836206553,3.4444146722087883,1.3958408348601807,0.04892037037037037,0.9791794944444444,2018146.0723616097,-2018149.8517529636,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,2,30044
cds-m,1.4426056496749955,6.624031280650997,3.4444146722087883,1.3958408348601807,0.04676481481481481,0.9791794944444444,2018146.0723616097,-2018149.8409751859,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,2,30044
random-m,1.4036514320370654,6.585077063013066,3.418733765711493,1.3627871815439687,0.04086425049309665,0.9782453194444445,2018146.0723616097,-2018149.671885004,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,2,30044
greedy-m,2.3332311162740567,8.234327438340722,3.4627581768497135,2.291845711934806,0.041385404339250496,0.9719667527777778,2710177.2285951693,-2710185.4319925737,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,2,30044
lego,1.4426056496749955,6.624031280650997,3.4444146722087883,1.3958408348601807,0.04676481481481481,0.9791794944444444,2018146.0723616097,-2018149.8409751859,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,2,30044
drs,1.892131727832165,7.586394358808165,3.4444146722087883,1.8500345056099428,0.04209722222222223,0.9248812361111111,2573878.1616379297,-2573884.1778818965,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,2,30044
our,0.8677603800563922,3.049417935341726,2.918761187636572,0.8335476467323686,0.03421273332402364,0.9968677138888888,1509922.9721625268,-1509924.3922032395,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,3,30045
ffd-m,2.0272160634064127,7.113485479353079,3.298680303797954,1.9890325339946482,0.038183529411764706,0.9820508972222223,2992166.726584061,-2992173.563984074,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,3,30045
cds-m,2.0272160634064127,7.113485479353079,3.298680303797954,1.9890325339946482,0.038183529411764706,0.9820508972222223,2992166.726584061,-2992173.563984074,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,3,30045
random-m,2.0272160634064127,7.113485479353079,3.298680303797954,1.9890325339946482,0.038183529411764706,0.9820508972222223,2992166.726584061,-2992173.563984074,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,3,30045
greedy-m,2.0272160634064127,7.113485479353079,3.298680303797954,1.9890325339946482,0.038183529411764706,0.9820508972222223,2992166.726584061,-2992173.563984074,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,3,30045
lego,2.0272160634064127,7.113485479353079,3.298680303797954,1.9890325339946482,0.038183529411764706,0.9820508972222223,2992166.726584061,-2992173.563984074,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,3,30045
drs,2.0272160634064127,7.113485479353079,3.298680303797954,1.9890325339946482,0.038183529411764706,0.9820508972222223,2992166.726584061,-2992173.563984074,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,3,30045
our,1.0924595904355483,2.2798736245831033,3.144427030442363,1.0545449991200948,0.03791459131545338,0.9314049944444445,1170609.6019477602,-1170611.919818682,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,4,30046
ffd-m,1.773228748028628,3.557740558823295,3.6137906127709134,1.7299954146952947,0.04323333333333333,0.8703665416666667,1218936.5499832432,-1218941.8023363706,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,4,30046
cds-m,1.4921892534222772,3.1199196149209443,3.6137906127709134,1.4529406423111662,0.03924861111111111,0.8885058611111111,1033164.647456152,-1033168.4946118064,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,4,30046
random-m,1.8150807579915154,3.323244967468849,3.6137906127709134,1.7778630728063303,0.03721768518518518,0.9678989833333334,847257.0808611197,-847262.5424742969,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,4,30046
greedy-m,1.4921892534222772,3.1199196149209443,3.6137906127709134,1.4529406423111662,0.03924861111111111,0.8885058611111111,1033164.647456152,-1033168.4946118064,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,4,30046
lego,1.4921892534222772,3.1199196149209443,3.6137906127709134,1.4529406423111662,0.03924861111111111,0.8885058611111111,1033164.647456152,-1033168.4946118064,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,4,30046
drs,1.4241283883160483,3.395008823652937,3.6137906127709134,1.3854288512790112,0.038699537037037046,0.837391975,1543831.7624739492,-1543835.269325278,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,4,30046
our,1.7555408486513344,13.912646752438,2.9732116910699706,1.7172955886043808,0.03824526004695356,0.9990844166666667,3816774.3453411874,-3816780.1498337397,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,5,30047
ffd-m,3.037778362604627,12.716620300140626,3.5317937005065314,3.0006628070490717,0.037115555555555554,0.8481044416666667,4791669.270669533,-4791680.927767646,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,5,30047
cds-m,3.037778362604627,12.716620300140626,3.5317937005065314,3.0006628070490717,0.037115555555555554,0.8481044416666667,4791669.270669533,-4791680.927767646,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,5,30047
random-m,3.037778362604627,12.716620300140626,3.5317937005065314,3.0006628070490717,0.037115555555555554,0.8481044416666667,4791669.270669533,-4791680.927767646,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,5,30047
greedy-m,3.037778362604627,12.716620300140626,3.5317937005065314,3.0006628070490717,0.037115555555555554,0.8481044416666667,4791669.270669533,-4791680.927767646,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,5,30047
lego,3.037778362604627,12.716620300140626,3.5317937005065314,3.0006628070490717,0.037115555555555554,0.8481044416666667,4791669.270669533,-4791680.927767646,"{'congested': True, 'oom': False}",resource_factor,0.8,0.8,5,30047
