Algorithm,Total_Delay_D,Avg_QoS_Q,Comp_Delay,Comm_Delay,Mem_Utilization,Penalty_Score,Fitness,Converged_Status,Experiment,Variable_Value,Replicate,Replicate_Seed
our,0.11558454946423581,3.9823562576262073,0.06301623154478153,0.05256831791945428,0.9825940888888889,0.0,3.404433510305028,"{'congested': False, 'oom': False}",arrival_rate,200,9,51
ffd-m,0.23030573067473853,4.495919769405156,0.18988073067473854,0.040425,0.7627709933333333,0.0,3.3443911160314634,"{'congested': False, 'oom': False}",arrival_rate,200,9,51
cds-m,0.23691823067473855,4.495919769405156,0.18988073067473854,0.04703750000000002,0.7627709933333333,0.0,3.3113286160314637,"{'congested': False, 'oom': False}",arrival_rate,200,9,51
random-m,0.24224323067473855,4.495919769405156,0.18988073067473854,0.052362500000000006,0.7627709933333333,0.0,3.2847036160314635,"{'congested': False, 'oom': False}",arrival_rate,200,9,51
greedy-m,0.24305573067473854,4.495919769405156,0.18988073067473854,0.053175,0.7627709933333333,0.0,3.2806411160314637,"{'congested': False, 'oom': False}",arrival_rate,200,9,51
lego,0.23691823067473855,4.495919769405156,0.18988073067473854,0.04703750000000002,0.7627709933333333,0.0,3.3113286160314637,"{'congested': False, 'oom': False}",arrival_rate,200,9,51
drs,0.24691823067473856,4.495919769405156,0.18988073067473854,0.057037500000000005,0.7627709933333333,0.0,3.2613286160314634,"{'congested': False, 'oom': False}",arrival_rate,200,9,51
our,0.14867170332074428,3.8245512015162157,0.09689865154447821,0.05177305177626607,0.9800286555555555,0.0,3.0811926849124944,"{'congested': False, 'oom': False}",arrival_rate,300,9,51
ffd-m,0.6670271319920574,4.495243457490465,0.6224649097698352,0.04456222222222223,0.9318371022222223,52411.17776896196,-52410.017661164435,"{'congested': True, 'oom': False}",arrival_rate,300,9,51
cds-m,0.6740949097698351,4.495243457490465,0.6224649097698352,0.05162999999999999,0.9318371022222223,52411.17776896196,-52410.05300005332,"{'congested': True, 'oom': False}",arrival_rate,300,9,51
random-m,0.674213798658724,4.495243457490465,0.6224649097698352,0.051748888888888886,0.9318371022222223,104822.35553792391,-104821.23136345971,"{'congested': True, 'oom': False}",arrival_rate,300,9,51
greedy-m,0.6735382431031685,4.495243457490465,0.6224649097698352,0.05107333333333333,0.8550987822222222,357411.17776896193,-357410.05021672,"{'congested': True, 'oom': False}",arrival_rate,300,9,51
lego,0.6740949097698351,4.495243457490465,0.6224649097698352,0.05162999999999999,0.9318371022222223,52411.17776896196,-52410.05300005332,"{'congested': True, 'oom': False}",arrival_rate,300,9,51
drs,0.6749460208809462,4.495243457490465,0.6224649097698352,0.05248111111111112,0.9318371022222223,52411.17776896196,-52410.057255608874,"{'congested': True, 'oom': False}",arrival_rate,300,9,51
our,0.257293334430145,3.716329643344211,0.204939359090009,0.05235397534013605,0.9125568977777778,0.0,2.4298629711934856,"{'congested': False, 'oom': False}",arrival_rate,400,9,51
ffd-m,0.8548143775776907,4.105275054492066,0.8193486632919764,0.03546571428571429,0.9325478466666667,105796.52184142418,-105796.69063825758,"{'congested': True, 'oom': False}",arrival_rate,400,9,51
cds-m,1.1692225200976125,4.105275054492066,1.1256711595533948,0.043551360544217696,0.9569924377777778,534497.6673930996,-534499.4082306456,"{'congested': True, 'oom': False}",arrival_rate,400,9,51
random-m,0.8629163050153325,4.105275054492066,0.8193486632919764,0.043567641723356004,0.9325478466666667,158194.78276213625,-158194.99206860684,"{'congested': True, 'oom': False}",arrival_rate,400,9,51
greedy-m,0.8625216224756499,4.105275054492066,0.8193486632919764,0.043172959183673476,0.89362372,272596.52184142417,-272596.72917448205,"{'congested': True, 'oom': False}",arrival_rate,400,9,51
lego,1.1692225200976125,4.105275054492066,1.1256711595533948,0.043551360544217696,0.9569924377777778,534497.6673930996,-534499.4082306456,"{'congested': True, 'oom': False}",arrival_rate,400,9,51
drs,0.8675469476993537,4.113640883572392,0.8257725712821201,0.04177437641723356,0.9457716688888889,105796.52184142418,-105796.7459352791,"{'congested': True, 'oom': False}",arrival_rate,400,9,51
our,0.1269824435204506,3.441817619071381,0.08378336063969499,0.04319908288075561,0.9391717155555556,1000.0,-997.1930945985308,"{'congested': True, 'oom': False}",arrival_rate,500,9,51
ffd-m,1.7955774896856431,4.452063360435007,1.7586767489449024,0.03690074074074075,0.9831186822222222,2479495.453308491,-2479499.979132579,"{'congested': True, 'oom': False}",arrival_rate,500,9,51
cds-m,0.8737831258118622,4.101649047145692,0.8316350702563067,0.04214805555555556,0.9227171711111111,1526596.5218414243,-1526596.7891080063,"{'congested': True, 'oom': False}",arrival_rate,500,9,51
random-m,1.4010261683990022,4.104095953961206,1.3595928350656687,0.04143333333333333,0.9315722933333334,2671295.9283138113,-2671298.829348699,"{'congested': True, 'oom': False}",arrival_rate,500,9,51
greedy-m,1.4010381253386188,4.097570869119837,1.3551347920052854,0.045903333333333345,0.9328280066666667,1836793.5957069115,-1836796.503326669,"{'congested': True, 'oom': False}",arrival_rate,500,9,51
lego,0.8737831258118622,4.101649047145692,0.8316350702563067,0.04214805555555556,0.9227171711111111,1526596.5218414243,-1526596.7891080063,"{'congested': True, 'oom': False}",arrival_rate,500,9,51
drs,1.3994456253386187,4.097570869119837,1.3551347920052854,0.04431083333333334,0.9328280066666667,1836793.5957069115,-1836796.4953641691,"{'congested': True, 'oom': False}",arrival_rate,500,9,51
our,0.1435007608503254,3.2141170933135705,0.10107003711638737,0.042430723733938025,0.9836276,1000.0,-997.503386710938,"{'congested': True, 'oom': False}",arrival_rate,600,9,51
ffd-m,1.6921036165297167,4.462833681474168,1.6554591720852723,0.036644444444444445,0.9844423866666666,3112751.416275384,-3112755.413959785,"{'congested': True, 'oom': False}",arrival_rate,600,9,51
cds-m,1.7054473665297167,4.462833681474168,1.6554591720852723,0.049988194444444446,0.9844423866666666,3112751.416275384,-3112755.480678535,"{'congested': True, 'oom': False}",arrival_rate,600,9,51
random-m,1.8358314626525616,4.10004641131686,1.7936064626525616,0.042225,0.94537248,2170345.486987617,-2170350.5660985187,"{'congested': True, 'oom': False}",arrival_rate,600,9,51
greedy-m,1.4556970937371685,4.082966176944525,1.411207510403835,0.04448958333333334,0.9290356711111111,3439295.9283138113,-3439299.123833103,"{'congested': True, 'oom': False}",arrival_rate,600,9,51
lego,1.7054473665297167,4.462833681474168,1.6554591720852723,0.049988194444444446,0.9844423866666666,3112751.416275384,-3112755.480678535,"{'congested': True, 'oom': False}",arrival_rate,600,9,51
drs,1.2867129915297166,4.10004641131686,1.2454591720852721,0.041253819444444444,0.9209278888888889,2260049.558673805,-2260051.8921923516,"{'congested': True, 'oom': False}",arrival_rate,600,9,51
our,0.3822553011069654,2.9323056987995897,0.33889411548986137,0.04336118561710399,0.9002069088888889,87929.85517475747,-87928.83414556421,"{'congested': True, 'oom': False}",arrival_rate,700,9,51
ffd-m,2.157955341835142,4.455321413161692,2.119698198977999,0.03825714285714286,0.9856867,4499871.102185038,-4499877.436640334,"{'congested': True, 'oom': False}",arrival_rate,700,9,51
cds-m,1.8350077498848507,4.101103582020752,1.7934868570277078,0.04152089285714285,0.9353960244444445,3527544.8934600037,-3527549.967395171,"{'congested': True, 'oom': False}",arrival_rate,700,9,51
random-m,1.2655308549650368,4.093798210147789,1.221592942266624,0.0439379126984127,0.9366517377777778,2802549.5586738046,-2802551.7925298694,"{'congested': True, 'oom': False}",arrival_rate,700,9,51
greedy-m,1.915956729363131,4.108408953893714,1.8758469436488452,0.04010978571428571,0.9486198466666667,3165047.226066904,-3165052.697441597,"{'congested': True, 'oom': False}",arrival_rate,700,9,51
lego,1.8350077498848507,4.101103582020752,1.7934868570277078,0.04152089285714285,0.9353960244444445,3527544.8934600037,-3527549.967395171,"{'congested': True, 'oom': False}",arrival_rate,700,9,51
drs,1.918960334168551,4.106321704787153,1.8755914400966365,0.04336889407191448,0.94972978,2726643.747908329,-2726649.236388295,"{'congested': True, 'oom': False}",arrival_rate,700,9,51
our,1.08669496938781,3.3221109404319473,1.0430172199547034,0.04367774943310657,0.94679242,303477.65710139036,-303479.7684652969,"{'congested': True, 'oom': False}",arrival_rate,800,9,51
ffd-m,1.941580815008121,4.107366511762147,1.8997468150081211,0.041833999999999996,0.9857866111111111,5244047.226066906,-5244052.82660447,"{'congested': True, 'oom': False}",arrival_rate,800,9,51
cds-m,1.6526635349119672,4.078086109981001,1.6122420765786338,0.040421458333333334,0.9328913222222223,5100671.577190359,-5100675.762421924,"{'congested': True, 'oom': False}",arrival_rate,800,9,51
random-m,2.0857450005493954,4.105275054492066,2.0434991842228647,0.04224581632653062,0.9479724177777777,5146028.087629828,-5146034.411079776,"{'congested': True, 'oom': False}",arrival_rate,800,9,51
greedy-m,1.5392633936555753,4.102486444798623,1.4953518936555752,0.043911500000000006,0.9535968311111112,3247328.681157441,-3247332.2749879644,"{'congested': True, 'oom': False}",arrival_rate,800,9,51
lego,1.6526635349119672,4.078086109981001,1.6122420765786338,0.040421458333333334,0.9328913222222223,5100671.577190359,-5100675.762421924,"{'congested': True, 'oom': False}",arrival_rate,800,9,51
drs,1.5333475875331262,4.096909225411737,1.4953518936555752,0.03799569387755102,0.9392630755555555,3525732.1593160164,-3525735.7291447287,"{'congested': True, 'oom': False}",arrival_rate,800,9,51
